Vendor_ID,Vendor_Name,Category,Country,Region,Status,Onboarding_Date,Last_Updated,Contact_Email,Account_Code,Data_Source,Verified_By,Record_Status
VND-0023,Vendor Epsilon 474,Logistics,Canada,AMER,Under Review,21/12/2023,27/09/2024,vendor.epsilon.474@gmail.com,ACC-1828,SAP,Priya S.,Clean
VND-0357,Vendor Gamma 941,Marketing,Canada,,Inactive,01/09/2019,12/09/2019,vendor.gamma.941@yahoo.com,ACC-3320,SAP,Sarah L.,Clean
VND-0222,Vendor Alpha 306,Operations,Australia,APAC,Active,04/10/2022,26/02/2023,vendor.alpha.306@vendor.com,ACC-9901,Legacy System,Ravi K.,Clean
VND-0796,Vendor Delta 269,Legal,Canada,AMER,Active,01/07/2023,12/05/2024,vendor.delta.269@vendor.com,ACC-5262,Oracle,Priya S.,Clean
VND-0844,Vendor Corp 102,Logistics,Singapore,APAC,Active,18/07/2020,18/09/2020,vendor.corp.102@yahoo.com,ACC-8194,Legacy System,Priya S.,Clean
VND-0341,Vendor Omega 124,Operations,UK,EMEA,Under Review,30/04/2021,17/12/2021,vendor.omega.124@outlook.com,ACC-8591,Manual Entry,Priya S.,Clean
VND-0432,Vendor Ltd 873,HR,USA,AMER,Active,19/02/2021,11/08/2021,vendor.ltd.873@gmail.com,ACC-7790,SAP,,Clean
VND-0542,Vendor Services 44,Legal,Australia,APAC,Active,03/11/2021,07/07/2022,vendor.services.44@outlook.com,ACC-4255,Manual Entry,Priya S.,Clean
VND-0817,Vendor Group 443,Legal,Canada,AMER,Under Review,21/06/2020,21/12/2020,vendor.group.443@gmail.com,ACC-7020,Oracle,James T.,Clean
VND-0204,Vendor Global 200,Finance,Australia,APAC,Active,02/05/2023,15/01/2024,vendor.global.200@vendor.com,ACC-5582,SAP,Ravi K.,Clean
VND-0781,Vendor Corp 919,IT,UK,APAC,Active,18/09/2019,13/04/2020,vendor.corp.919@outlook.com,ACC-2479,Legacy System,,Clean
VND-0094,Vendor Global 15,Operations,Germany,EMEA,INACTIVE,09/04/2020,01/12/2020,vendor.global.15@gmail.com,ACC-3522,Legacy System,,Clean
VND-0549,Vendor Corp 852,Operations,Canada,AMER,Active,10/10/2019,07/07/2020,vendor.corp.852@yahoo.com,ACC-8362,Manual Entry,Anita M.,Clean
VND-0069,Vendor Omega 846,Opreations,Australia,APAC,Active,02/10/2021,15/11/2021,vendor.omega.846@outlook.com,ACC-8385,Oracle,James T.,Clean
VND-0612,Vendor Group 185,Operations,USA,AMER,Inactive,03/03/2021,03/03/2021,vendor.group.185@gmail.com,ACC-1392,Legacy System,,Clean
VND-0285,Vendor Global 495,Finance,Germany,EMEA,Active,28/01/2024,09/07/2024,vendor.global.495@gmail.com,ACC-5919,SAP,,Clean
VND-0788,Vendor Ltd 984,HR,UK,EMEA,Active,22/08/2021,21/01/2022,vendor.ltd.984@yahoo.com,ACC-3625,Legacy System,,Clean
VND-0435,Vendor Tech 178,Legal,Canada,AMER,Active,06/05/2023,06/04/2024,vendor.tech.178@corp.net,ACC-6273,Legacy System,James T.,Clean
VND-0154,Vendor Delta 725,HR,Germany,EMEA,Active,12/10/2020,16/04/2021,vendor.delta.725@outlook.com,ACC-5634,Legacy System,James T.,Clean
VND-0076,Vendor Tech 779,Operations,Australia,APAC,Active,16/02/2020,25/05/2020,vendor.tech.779@outlook.com,ACC-4727,Manual Entry,Ravi K.,Clean
VND-0718,Vendor Gamma 362,Finance,Germany,EMEA,Under Review,20/10/2020,19/10/2021,vendor.gamma.362@corp.net,ACC-5673,Oracle,Ravi K.,Clean
VND-0447,Vendor Services 960,Logistics,India,,Active,14/08/2022,15/06/2023,vendor.services.960@gmail.com,ACC-5934,Legacy System,Sarah L.,Clean
VND-0189,Vendor Group 143,Logistics,Canada,AMER,Active,18/01/2023,28/10/2023,vendor.group.143@corp.net,ACC-7044,Legacy System,Sarah L.,Clean
VND-0272,Vendor Gamma 276,Finance,UK,EMEA,Active,17/09/2019,11/12/2019,vendor.gamma.276@vendor.com,ACC-5521,Legacy System,Anita M.,Clean
VND-0237,Vendor Gamma 746,Logistics,Canada,AMER,Active,04/04/2019,03/09/2019,vendor.gamma.746@vendor.com,ACC-9920,Legacy System,Sarah L.,Clean
VND-0488,Vendor Group 788,HR,UK,EMEA,Active,05/02/2020,09/09/2020,vendor.group.788@yahoo.com,ACC-5170,Legacy System,Ravi K.,Clean
VND-0118,Vendor Ltd 551,Logistics,Germany,EMEA,Active,13/09/2023,09/07/2024,vendor.ltd.551@yahoo.com,ACC-7797,SAP,James T.,Clean
VND-0802,Vendor Omega 754,Operations,UK,EMEA,Active,29/08/2019,24/09/2019,vendor.omega.754@outlook.com,ACC-4847,Legacy System,Anita M.,Clean
VND-0513,  Vendor Epsilon 243  ,Finance,Germany,EMEA,Under Review,06/11/2022,12/05/2023,vendor.epsilon.243@yahoo.com,ACC-9171,Legacy System,Ravi K.,Clean
VND-0544,Vendor Beta 406,Marketing,USA,AMER,Active,22/06/2019,14/04/2020,vendor.beta.406@vendor.com,ACC-3539,Manual Entry,Priya S.,Clean
VND-0582,Vendor Global 990,HR,Australia,APAC,Under Review,30/03/2019,19/04/2019,vendor.global.990@yahoo.com,ACC-9673,Manual Entry,Anita M.,Clean
VND-0127,Vendor Corp 412,HR,Singapore,APAC,Active,22/12/2023,28/01/2024,vendor.corp.412@gmail.com,ACC-6277,Oracle,Priya S.,Clean
VND-0117,Vendor Epsilon 665,HR,India,APAC,Active,02/06/2019,04/11/2019,vendor.epsilon.665@vendor.com,ACC-2902,SAP,Ravi K.,Clean
VND-0474,Vendor Delta 65,Finance,UK,EMEA,Active,26/04/2021,16/01/2022,vendor.delta.65@outlook.com,ACC-7358,Legacy System,James T.,Clean
VND-0681,Vendor Alpha 754,Logistics,Germany,EMEA,Active,14/04/2024,24/02/2025,noatsign.com,ACC-4976,Oracle,Priya S.,Clean
VND-0058,Vendor Epsilon 772,HR,Canada,AMER,Inactive,13/09/2023,14/06/2024,vendor.epsilon.772@corp.net,ACC-4613,Legacy System,Ravi K.,Clean
VND-0245,Vendor Omega 992,HR,Australia,APAC,Active,10/05/2023,11/09/2023,vendor.omega.992@outlook.com,ACC-4331,Manual Entry,,Clean
VND-0894,Vendor Solutions 531,HR,Germany,EMEA,Active,28/06/2019,20/10/2019,vendor.solutions.531@gmail.com,ACC-5553,Legacy System,Sarah L.,Clean
VND-0370,Vendor Epsilon 844,Legal,Singapore,APAC,Active,28/03/2021,16/05/2021,vendor.epsilon.844@gmail.com,ACC-4390,Oracle,,Clean
VND-0269,Vendor Alpha 966,Finance,Germany,EMEA,Active,09/01/2022,02/03/2022,vendor.alpha.966@yahoo.com,ACC-2430,Oracle,James T.,Clean
VND-0047,Vendor Global 854,IT,UK,EMEA,Active,27/10/2023,18/08/2024,vendor.global.854@corp.net,ACC-6279,Legacy System,James T.,Clean
VND-0350,Vendor Ltd 817,Operations,USA,AMER,Active,21/03/2019,02/10/2019,vendor.ltd.817@outlook.com,ACC-8859,Legacy System,Anita M.,Clean
VND-0196,Vendor Delta 786,Operations,Germany,EMEA,Active,05/05/2019,14/01/2020,vendor.delta.786@corp.net,ACC-5745,Manual Entry,James T.,Clean
VND-0172,Vendor Omega 192,Legal,Singapore,APAC,Active,17/01/2023,20/02/2023,vendor.omega.192@corp.net,ACC-9914,SAP,James T.,Clean
VND-0818,Vendor Prime 907,HR,Germany,EMEA,Active,29/09/2023,14/11/2023,vendor.prime.907@vendor.com,ACC-7033,Oracle,James T.,Clean
VND-0723,Vendor Solutions 151,Marketing,Australia,APAC,Inactive,16/12/2023,06/06/2024,vendor.solutions.151@gmail.com,ACC-8847,SAP,Ravi K.,Clean
VND-0264,Vendor Epsilon 167,Operations,USA,AMER,Active,13/05/2023,23/04/2024,vendor.epsilon.167@corp.net,ACC-6435,Legacy System,,Clean
VND-0444,Vendor Alpha 14,Legal,UK,EMEA,Active,20/12/2023,13/04/2024,vendor.alpha.14@outlook.com,,Oracle,,Clean
VND-0663,Vendor Tech 941,Legal,Canada,AMER,Active,12/01/2022,28/05/2022,vendor.tech.941@gmail.com,ACC-5183,Legacy System,James T.,Clean
VND-0305,Vendor Global 768,Finance,Singapore,APAC,Under Review,20/02/2023,10/10/2023,vendor.global.768@vendor.com,ACC-6362,SAP,,Clean
VND-0342,Vendor Beta 162,Marketing,Singapore,APAC,Active,15/06/2019,03/10/2019,vendor.beta.162@outlook.com,ACC-3430,SAP,,Clean
VND-0948,  Vendor Corp 19  ,Operations,India,APAC,Active,23/05/2020,20/02/2021,vendor.corp.19@vendor.com,ACC-3759,SAP,,Clean
VND-0150,Vendor Prime 453,Legal,UK,EMEA,Inactive,19/08/2019,15/02/2020,vendor.prime.453@corp.net,ACC-2215,Manual Entry,James T.,Clean
VND-0125,Vendor Beta 764,IT,Germany,EMEA,Active,22/01/2023,11/10/2023,vendor.beta.764@corp.net,ACC-2786,Legacy System,Sarah L.,Clean
VND-0893,Vendor Global 905,HR,India,APAC,Under Review,01/08/2019,13/01/2020,vendor.global.905@vendor.com,ACC-7666,Manual Entry,Priya S.,Clean
VND-0051,Vendor Omega 250,Logistics,Singapore,APAC,Active,12/03/2020,15/10/2020,vendor.omega.250@yahoo.com,ACC-3881,Legacy System,Priya S.,Clean
VND-0354,Vendor Delta 607,Finance,Canada,AMER,Inactive,09/01/2023,07/11/2023,vendor.delta.607@gmail.com,ACC-6761,Oracle,Sarah L.,Clean
VND-0909,Vendor Zeta 167,IT,Germany,EMEA,Inactive,22/06/2019,01/03/2020,vendor.zeta.167@yahoo.com,ACC-1060,Oracle,,Clean
VND-0143,Vendor Omega 883,Legal,India,APAC,Active,27/02/2024,06/04/2024,vendor.omega.883@outlook.com,ACC-8033,Legacy System,,Clean
VND-0471,Vendor Group 153,Finance,Germany,EMEA,Active,06/04/2022,13/06/2022,vendor.group.153@vendor.com,ACC-9210,SAP,James T.,Clean
VND-0400,Vendor Epsilon 475,Marketing,India,APAC,Active,19/10/2019,16/06/2020,vendor.epsilon.475@yahoo.com,ACC-9199,SAP,,Clean
VND-0065,Vendor Tech 694,HR,Germany,EMEA,Under Review,23/03/2021,30/04/2021,vendor.tech.694@corp.net,ACC-4978,SAP,,Clean
VND-0321,Vendor Delta 41,IT,Canada,AMER,Active,19/03/2022,03/02/2023,vendor.delta.41@corp.net,ACC-7806,Legacy System,,Clean
VND-0020,Vendor Solutions 498,Logistics,Australia,APAC,Active,20/04/2024,22/08/2024,vendor.solutions.498@vendor.com,ACC-7669,Oracle,Priya S.,Clean
VND-0793,Vendor Gamma 256,Operations,Singapore,APAC,Under Review,16/06/2020,16/04/2021,vendor.gamma.256@vendor.com,ACC-6233,Legacy System,James T.,Clean
VND-0904,Vendor Omega 493,Legal,Australia,APAC,Active,22/09/2021,01/12/2021,vendor.omega.493@gmail.com,ACC-1991,Oracle,Anita M.,Clean
VND-0869,Vendor Ltd 405,Finance,Australia,APAC,Active,20/12/2023,10/05/2024,vendor.ltd.405@gmail.com,ACC-3713,SAP,Sarah L.,Clean
VND-0408,Vendor Gamma 351,HR,UK,EMEA,Inactive,06/11/2020,31/05/2021,vendor.gamma.351@gmail.com,,Oracle,,Clean
VND-0538,Vendor Epsilon 805,Marketing,Germany,EMEA,Under Review,14/03/2024,05/03/2025,vendor.epsilon.805@gmail.com,ACC-6410,SAP,Ravi K.,Clean
VND-0873,Vendor Tech 329,HR,Australia,APAC,Active,06/04/2019,27/09/2019,vendor.tech.329@vendor.com,ACC-3957,Legacy System,Priya S.,Clean
VND-0039,Vendor Gamma 755,Finance,Canada,AMER,Under Review,13/10/2021,26/02/2022,vendor.gamma.755@yahoo.com,ACC-2771,Legacy System,Priya S.,Clean
VND-0176,Vendor Group 967,HR Dept,India,APAC,Active,29/06/2019,09/10/2019,vendor.group.967@gmail.com,ACC-6170,Manual Entry,Sarah L.,Clean
VND-0246,Vendor Beta 945,HR,Canada,AMER,Active,19/02/2021,17/03/2021,vendor.beta.945@outlook.com,ACC-7179,SAP,Priya S.,Clean
VND-0812,Vendor Solutions 697,IT,Germany,EMEA,Active,10/03/2020,22/08/2020,vendor.solutions.697@yahoo.com,ACC-1473,SAP,James T.,Clean
VND-0656,Vendor Beta 872,Marketing,UK,EMEA,Active,Jan-2022,14/07/2022,vendor.beta.872@outlook.com,ACC-1232,SAP,Sarah L.,Clean
VND-0740,Vendor Zeta 944,Logistics,India,,Active,23/08/2024,14/12/2024,vendor.zeta.944@yahoo.com,ACC-9612,SAP,James T.,Clean
VND-0922,Vendor Epsilon 436,HR,Australia,APAC,Active,13/03/2023,21/07/2023,vendor.epsilon.436@corp.net,ACC-2388,Oracle,Priya S.,Clean
VND-0155,Vendor Group 347,Legal,Australia,APAC,Active,02/10/2022,04/11/2022,vendor.group.347@outlook.com,ACC-2548,Legacy System,Anita M.,Clean
VND-0288,Vendor Tech 905,Logistics,Germany,EMEA,Active,12/05/2023,14/05/2023,vendor.tech.905@yahoo.com,ACC-4371,Manual Entry,,Clean
VND-0848,Vendor Group 11,Legal,Canada,AMER,Active,13/10/2019,25/11/2019,vendor.group.11@outlook.com,ACC-6157,Legacy System,Ravi K.,Clean
VND-0570,Vendor Gamma 136,Finance,India,APAC,Active,21/07/2019,26/04/2020,vendor.gamma.136@vendor.com,ACC-5301,SAP,James T.,Clean
VND-0729,Vendor Group 746,HR,Singapore,APAC,Inactive,25/07/2020,21/05/2021,vendor.group.746@corp.net,ACC-2410,Oracle,Ravi K.,Clean
VND-0018,Vendor Ltd 530,HR,India,APAC,Active,20/09/2019,11/03/2020,vendor.ltd.530@gmail.com,ACC-4770,Oracle,Priya S.,Clean
VND-0128,Vendor Gamma 282,Operations,Singapore,APAC,Active,2024/01/10,07/03/2023,vendor.gamma.282@corp.net,ACC-9692,Manual Entry,James T.,Clean
VND-0323,Vendor Ltd 209,Marketing,USA,AMER,Active,20/05/2023,15/03/2024,vendor.ltd.209@gmail.com,ACC-6081,Legacy System,,Clean
VND-0256,Vendor Alpha 633,Legal,Singapore,APAC,Under Review,02/06/2024,05/05/2025,vendor.alpha.633@vendor.com,ACC-1257,SAP,Sarah L.,Clean
VND-0936,Vendor Epsilon 211,Logistics,UK,,Active,14/10/2019,02/06/2020,vendor.epsilon.211@gmail.com,ACC-7039,SAP,Ravi K.,Clean
VND-0946,Vendor Omega 877,Logistics,Germany,EMEA,Active,23/10/2021,20/12/2021,vendor.omega.877@yahoo.com,ACC-6359,Legacy System,James T.,Clean
VND-0191,Vendor Zeta 658,IT,Germany,EMEA,Active,20/10/2024,14/04/2025,vendor.zeta.658@yahoo.com,ACC-3981,Oracle,James T.,Clean
VND-0116,Vendor Solutions 240,HR,India,APAC,Active,05/09/2022,14/07/2023,vendor.solutions.240@yahoo.com,ACC-2035,Legacy System,,Clean
VND-0606,Vendor Zeta 38,Logistics,Canada,AMER,Active,07/05/2022,23/10/2022,vendor.zeta.38@gmail.com,ACC-1803,SAP,James T.,Clean
VND-0181,Vendor Prime 360,HR,India,APAC,Inactive,15/12/2022,25/10/2023,vendor.prime.360@vendor.com,ACC-5498,SAP,Priya S.,Clean
VND-0302,Vendor Global 173,Finance,Singapore,APAC,Active,31/12/2021,20/09/2022,vendor.global.173@gmail.com,ACC-3221,Legacy System,Priya S.,Clean
VND-0765,Vendor Zeta 63,IT,Australia,APAC,Active,09/02/2023,06/08/2023,vendor.zeta.63@corp.net,ACC-1440,Manual Entry,James T.,Clean
VND-0937,Vendor Zeta 881,HR,Germany,EMEA,Active,29/03/2020,03/06/2020,vendor.zeta.881@corp.net,ACC-7855,Legacy System,,Clean
VND-0711,Vendor Services 545,Legal,Canada,AMER,Active,12/04/2022,29/11/2022,vendor.services.545@corp.net,ACC-7031,SAP,Ravi K.,Clean
VND-0673,Vendor Solutions 1,IT,Singapore,APAC,Active,12/09/2020,05/09/2021,vendor.solutions.1@outlook.com,ACC-7411,SAP,Sarah L.,Clean
VND-0650,Vendor Global 276,HR,Australia,APAC,Active,18/05/2019,06/06/2019,vendor.global.276@corp.net,ACC-8917,Manual Entry,Priya S.,Clean
VND-0518,Vendor Services 168,IT,USA,AMER,Inactive,05/05/2024,23/03/2025,vendor.services.168@gmail.com,,Manual Entry,Anita M.,Clean
VND-0029,Vendor Solutions 598,Operations,Australia,APAC,Active,04/12/2021,18/03/2022,vendor.solutions.598@outlook.com,ACC-4910,Manual Entry,James T.,Clean
VND-0046,,Finance,Australia,APAC,Active,19/09/2023,24/08/2024,vendor.omega.714@vendor.com,ACC-3851,Manual Entry,James T.,Clean
VND-0891,Vendor Tech 513,HR,USA,AMER,Active,19/12/2020,21/01/2021,vendor.tech.513@corp.net,ACC-3101,SAP,Ravi K.,Clean
VND-0158,Vendor Solutions 720,Marketing,Singapore,APAC,Under Review,26/11/2024,12/01/2025,vendor.solutions.720@vendor.com,ACC-9331,Manual Entry,Priya S.,Clean
VND-0888,Vendor Corp 787,Marketing,Singapore,APAC,Under Review,26/05/2020,17/01/2021,vendor.corp.787@outlook.com,ACC-4161,Legacy System,Priya S.,Clean
VND-0172,,Legal,Singapore,APAC,Active,17/01/2023,20/02/2023,vendor.omega.192@corp.net,,SAP,James T.,Clean
VND-0017,Vendor Global 894,Operations,Germany,EMEA,Under Review,03/04/2021,03/04/2022,vendor.global.894@outlook.com,ACC-7537,Manual Entry,James T.,Clean
VND-0512,Vendor Alpha 13,Fianance,USA,AMER,Active,17/02/2020,01/08/2020,vendor.alpha.13@outlook.com,ACC-5254,Oracle,Sarah L.,Clean
VND-0049,Vendor Corp 975,Marketing,USA,AMER,Active,09/07/2021,18/10/2021,vendor.corp.975@yahoo.com,ACC-1400,SAP,Ravi K.,Clean
VND-0050,Vendor Prime 626,Marketing,Canada,AMER,Active,25/08/2023,12/07/2024,vendor.prime.626@corp.net,ACC-4185,Legacy System,James T.,Clean
VND-0824,Vendor Omega 898,Legal,UK,EMEA,Active,07/02/2024,15/01/2025,vendor.omega.898@vendor.com,ACC-5342,Manual Entry,Ravi K.,Clean
VND-0516,Vendor Group 983,Legal,USA,AMER,Active,March 2020,10/05/2019,vendor.group.983@vendor.com,ACC-9185,Oracle,,Clean
VND-0674,Vendor Services 963,HR Dept,Germany,EMEA,Active,13/07/2023,17/08/2023,vendor.services.963@corp.net,ACC-4700,SAP,James T.,Clean
VND-0481,Vendor Global 41,Operations,USA,AMER,Active,23/11/2021,23/02/2022,vendor.global.41@corp.net,ACC-7642,SAP,,Clean
VND-0284,Vendor Epsilon 426,IT,India,APAC,Inactive,03/08/2020,28/01/2021,vendor.epsilon.426@outlook.com,ACC-6620,Legacy System,Ravi K.,Clean
VND-0706,Vendor Ltd 708,Finance,Australia,APAC,Active,11/10/2023,26/02/2024,vendor.ltd.708@corp.net,ACC-9887,Oracle,,Clean
VND-0820,Vendor Solutions 663,Operations,India,APAC,Active,27/11/2023,06/01/2024,vendor.solutions.663@vendor.com,ACC-5921,Oracle,Ravi K.,Clean
VND-0226,Vendor Omega 242,HR,Canada,AMER,Active,12/09/2022,13/02/2023,,ACC-1187,Manual Entry,,Clean
VND-0027,Vendor Ltd 874,Operations,USA,AMER,Active,11/09/2024,22/10/2024,vendor.ltd.874@yahoo.com,ACC-2122,SAP,,Clean
VND-0768,Vendor Zeta 39,HR,Singapore,APAC,Inactive,09/10/2024,12/05/2025,vendor.zeta.39@outlook.com,ACC-1334,Legacy System,Sarah L.,Clean
VND-0438,Vendor Tech 732,Finance,Singapore,AMER,Active,27/06/2020,25/06/2021,vendor.tech.732@yahoo.com,ACC-9255,Manual Entry,,Clean
VND-0933,Vendor Gamma 976,Finance,Australia,APAC,Active,21/05/2023,02/12/2023,vendor.gamma.976@yahoo.com,ACC-7400,SAP,Sarah L.,Clean
VND-0365,Vendor Group 885,Operations,Singapore,APAC,Inactive,12/07/2021,03/10/2021,vendor.group.885@vendor.com,ACC-2207,SAP,Anita M.,Clean
VND-0230,Vendor Prime 541,Legal,UK,EMEA,Active,04/04/2020,05/05/2020,vendor.prime.541@corp.net,ACC-9281,Oracle,Sarah L.,Clean
VND-0038,Vendor Group 574,Marketing,Germany,EMEA,Under Review,25/09/2020,24/01/2021,vendor.group.574@yahoo.com,ACC-3900,Legacy System,Priya S.,Clean
VND-0947,Vendor Prime 70,IT,Australia,APAC,Active,28/11/2023,07/02/2024,vendor.prime.70@vendor.com,ACC-5573,Oracle,Ravi K.,Clean
VND-0375,Vendor Ltd 242,HR,UK,EMEA,Active,23/05/2019,04/02/2020,vendor.ltd.242@corp.net,ACC-9467,Oracle,Priya S.,Clean
VND-0470,Vendor Tech 415,Marketing,Australia,APAC,Active,31/05/2019,08/03/2020,,ACC-9904,Legacy System,,Clean
VND-0949,Vendor Group 12,Legal,UK,EMEA,Active,06/01/2023,07/04/2023,vendor.group.12@yahoo.com,ACC-1564,Oracle,James T.,Clean
VND-0834,Vendor Tech 324,Operations,India,APAC,Active,05/09/2023,04/05/2024,vendor.tech.324@gmail.com,ACC-9106,Manual Entry,James T.,Clean
VND-0713,Vendor Beta 714,Logistics,Germany,EMEA,Active,16/04/2021,07/01/2022,vendor.beta.714@gmail.com,ACC-5803,Legacy System,,Clean
VND-0195,,Legal,Australia,APAC,Active,18/06/2019,02/07/2019,vendor.solutions.640@gmail.com,ACC-1744,Manual Entry,,Clean
VND-0837,Vendor Solutions 753,Finance,Canada,AMER,Active,25/10/2020,08/09/2021,vendor.solutions.753@yahoo.com,ACC-5627,SAP,,Clean
VND-0847,Vendor Omega 941,HR,Germany,EMEA,Under Review,15/10/2024,29/09/2025,vendor.omega.941@outlook.com,ACC-1487,Legacy System,Ravi K.,Clean
VND-0504,  Vendor Epsilon 70  ,HR,Singapore,APAC,Inactive,21/06/2021,02/06/2022,vendor.epsilon.70@yahoo.com,ACC-6172,Legacy System,Anita M.,Clean
VND-0005,Vendor Services 471,Operations,India,APAC,Under Review,31/03/2023,10/05/2023,vendor.services.471@corp.net,ACC-5803,Manual Entry,Sarah L.,Clean
VND-0814,Vendor Tech 974,HR,UK,EMEA,Under Review,13/06/2020,29/09/2020,vendor.tech.974@gmail.com,ACC-5635,Manual Entry,Priya S.,Clean
VND-0580,Vendor Solutions 278,Legal,Canada,AMER,Under Review,15/01/2023,11/03/2023,vendor.solutions.278@gmail.com,ACC-5792,Legacy System,Ravi K.,Clean
VND-0950,Vendor Services 49,Marketing,Singapore,APAC,Inactive,26/02/2020,12/09/2020,vendor.services.49@outlook.com,ACC-8274,SAP,Sarah L.,Clean
VND-0163,Vendor Ltd 856,Logistics,UK,EMEA,Active,10/12/2023,02/08/2024,vendor.ltd.856@outlook.com,ACC-7256,Legacy System,Ravi K.,Clean
VND-0690,Vendor Global 98,Operations,UK,EMEA,Inactive,09/09/2024,30/12/2024,vendor.global.98@vendor.com,ACC-4409,Manual Entry,Priya S.,Clean
VND-0153,Vendor Gamma 981,IT,Germany,EMEA,Active,07/11/2022,07/11/2023,vendor.gamma.981@gmail.com,ACC-9266,Oracle,Priya S.,Clean
VND-0669,Vendor Ltd 684,Marketing,Canada,AMER,Active,25/10/2020,01/12/2020,vendor.ltd.684@outlook.com,ACC-2022,Legacy System,James T.,Clean
VND-0688,Vendor Solutions 278,Operations,Germany,EMEA,Active,15/12/2020,23/10/2021,vendor.solutions.278@gmail.com,ACC-3949,Legacy System,Sarah L.,Clean
VND-0741,Vendor Prime 939,IT,India,APAC,Inactive,13/03/2019,13/11/2019,vendor.prime.939@outlook.com,ACC-6104,Manual Entry,Ravi K.,Clean
VND-0112,Vendor Alpha 594,Finance,Singapore,APAC,Active,23/04/2022,07/10/2022,vendor.alpha.594@vendor.com,ACC-3877,Oracle,Ravi K.,Clean
VND-0227,Vendor Zeta 710,Logistics,India,APAC,Active,21/03/2024,25/08/2024,vendor.zeta.710@yahoo.com,ACC-7642,Manual Entry,,Clean
VND-0676,Vendor Solutions 93,Finance,Australia,APAC,Inactive,24/10/2022,04/12/2022,vendor.solutions.93@vendor.com,ACC-5750,Oracle,Ravi K.,Clean
VND-0104,Vendor Gamma 711,Finance,India,APAC,Active,18/08/2019,15/01/2020,vendor.gamma.711@outlook.com,ACC-7141,Legacy System,Ravi K.,Clean
VND-0422,Vendor Beta 909,HR,Germany,EMEA,Active,07/12/2021,07/11/2022,vendor.beta.909@outlook.com,ACC-1202,Oracle,,Clean
VND-0420,Vendor Ltd 817,Logistics,India,APAC,Active,29/08/2019,18/11/2019,vendor.ltd.817@gmail.com,ACC-7816,Legacy System,Sarah L.,Clean
VND-0736,Vendor Tech 60,Logistics,UK,EMEA,Active,08/07/2020,06/01/2021,vendor.tech.60@yahoo.com,ACC-1866,Manual Entry,Anita M.,Clean
VND-0587,Vendor Epsilon 706,Legal,Australia,APAC,Under Review,28/10/2023,10/01/2024,vendor.epsilon.706@corp.net,ACC-3589,Manual Entry,Priya S.,Clean
VND-0766,Vendor Beta 439,Finance,UK,EMEA,Active,20/08/2019,23/07/2020,vendor.beta.439@yahoo.com,ACC-5056,Oracle,,Clean
VND-0120,Vendor Solutions 377,Operations,Singapore,APAC,Active,19/06/2023,07/11/2023,vendor.solutions.377@yahoo.com,ACC-3001,Legacy System,Priya S.,Clean
VND-0054,Vendor Corp 653,Finance,Canada,AMER,Inactive,07/06/2024,23/04/2025,vendor.corp.653@yahoo.com,ACC-5499,Legacy System,Priya S.,Clean
VND-0152,Vendor Tech 568,Marketing,Singapore,APAC,Inactive,17/01/2024,04/11/2024,vendor.tech.568@yahoo.com,ACC-6267,Legacy System,Sarah L.,Clean
VND-0404,Vendor Tech 445,Legal,Germany,EMEA,Active,09/05/2024,21/11/2024,vendor.tech.445@gmail.com,ACC-1618,Oracle,,Clean
VND-0927,Vendor Zeta 257,Finance,Singapore,APAC,Inactive,29/01/2022,06/05/2022,vendor.zeta.257@corp.net,ACC-3258,Manual Entry,Priya S.,Clean
VND-0208,Vendor Tech 307,HR,Canada,AMER,Active,18/09/2022,28/08/2023,vendor.tech.307@gmail.com,ACC-7824,Manual Entry,,Clean
VND-0659,Vendor Group 393,Logistics,Singapore,APAC,Active,16/11/2020,03/03/2021,vendor.group.393@corp.net,ACC-6653,SAP,,Clean
VND-0827,Vendor Corp 998,Operations,UK,EMEA,Active,06/06/2023,07/11/2023,vendor.corp.998@gmail.com,ACC-3049,Oracle,Priya S.,Clean
VND-0945,Vendor Epsilon 213,Fianance,India,APAC,Active,27/10/2019,18/09/2020,vendor.epsilon.213@vendor.com,ACC-7244,Manual Entry,,Clean
VND-0009,Vendor Group 324,HR,UK,EMEA,Active,12/07/2022,28/10/2022,vendor.group.324@vendor.com,ACC-7482,Legacy System,Ravi K.,Clean
VND-0791,Vendor Omega 617,Legal,Canada,AMER,Active,31/08/2022,20/04/2023,vendor.omega.617@gmail.com,ACC-1853,Oracle,,Clean
VND-0037,Vendor Alpha 316,Finance,Canada,AMER,Under Review,13/06/2019,13/12/2019,vendor.alpha.316@yahoo.com,ACC-5088,SAP,Anita M.,Clean
VND-0453,Vendor Epsilon 920,Legal,USA,AMER,Active,04/12/2019,22/01/2020,vendor.epsilon.920@yahoo.com,ACC-9814,SAP,,Clean
VND-0652,Vendor Ltd 625,IT,USA,AMER,Active,16/11/2019,31/10/2020,vendor.ltd.625@corp.net,ACC-6119,SAP,Anita M.,Clean
VND-0254,Vendor Ltd 911,Operations,Singapore,APAC,Under Review,16/11/2024,03/12/2024,vendor.ltd.911@gmail.com,ACC-1794,SAP,James T.,Clean
VND-0304,Vendor Omega 502,Logistics,Australia,APAC,Active,24/08/2023,03/03/2024,vendor.omega.502@vendor.com,ACC-2237,SAP,James T.,Clean
VND-0732,Vendor Corp 391,Finance,Australia,APAC,Active,21/05/2022,16/03/2023,vendor.corp.391@outlook.com,ACC-9095,Legacy System,Ravi K.,Clean
